VISA:USB0::0x0957::0x179B::MY51250764::INSTR
Hora:01201747.07
Freq(Hz) Vin(V) Vout(V) Phase(deg)
15000.00	 1.05	 0.80	64.00
15077.60	 1.05	 0.81	64.00
15155.60	 1.05	 0.83	64.00
15234.00	 1.05	 0.85	63.00
15312.81	 1.05	 0.88	62.00
15392.02	 1.05	 0.89	62.00
15471.65	 1.05	 0.92	61.00
15551.69	 1.05	 0.94	60.00
15632.14	 1.05	 0.96	60.00
15713.01	 1.05	 0.98	59.00
15794.29	 1.05	 1.01	58.00
15876.00	 1.05	 1.05	57.00
15958.13	 1.05	 1.07	57.00
16040.69	 1.05	 1.09	56.00
16123.67	 1.05	 1.14	54.00
16207.08	 1.05	 1.16	53.00
16290.92	 1.05	 1.19	52.00
16375.20	 1.05	 1.22	51.00
16459.91	 1.05	 1.26	50.00
16545.06	 1.05	 1.31	48.00
16630.65	 1.05	 1.34	47.00
16716.68	 1.05	 1.39	46.00
16803.16	 1.05	 1.42	45.00
16890.09	 1.05	 1.46	42.00
16977.46	 1.05	 1.51	41.00
17065.29	 1.05	 1.55	39.00
17153.57	 1.05	 1.60	37.00
17242.31	 1.05	 1.64	35.00
17331.51	 1.05	 1.68	33.00
17421.17	 1.05	 1.75	30.00
17511.29	 1.06	 1.80	28.00
17601.88	 1.05	 1.84	25.00
17692.94	 1.05	 1.87	22.00
17784.47	 1.05	 1.94	20.00
17876.47	 1.06	 1.98	16.00
17968.95	 1.05	 2.02	13.00
18061.90	 1.05	 2.06	11.00
18155.34	 1.05	 2.09	 7.00
18249.26	 1.05	 2.09	 4.00
18343.67	 1.05	 2.09	-1.00
18438.56	 1.05	 2.09	-4.00
18533.95	 1.05	 2.09	-7.00
18629.83	 1.05	 2.09	-10.00
18726.21	 1.05	 2.06	-14.00
18823.08	 1.05	 2.07	-17.00
18920.46	 1.05	 1.99	-21.00
19018.34	 1.05	 1.98	-23.00
19116.72	 1.05	 1.96	-26.00
19215.62	 1.05	 1.90	-29.00
19315.02	 1.05	 1.84	-31.00
19414.94	 1.05	 1.80	-34.00
19515.38	 1.05	 1.77	-37.00
19616.34	 1.05	 1.72	-38.00
19717.81	 1.05	 1.67	-41.00
19819.82	 1.05	 1.61	-44.00
19922.35	 1.05	 1.57	-45.00
20025.41	 1.05	 1.53	-47.00
20129.01	 1.05	 1.48	-49.00
20233.14	 1.05	 1.45	-50.00
20337.81	 1.05	 1.40	-52.00
20443.02	 1.05	 1.37	-54.00
20548.78	 1.05	 1.32	-56.00
20655.08	 1.05	 1.29	-56.00
20761.93	 1.05	 1.25	-58.00
20869.34	 1.05	 1.21	-59.00
20977.30	 1.05	 1.18	-61.00
21085.82	 1.05	 1.13	-61.00
21194.90	 1.05	 1.10	-62.00
21304.54	 1.05	 1.09	-63.00
21414.76	 1.05	 1.06	-64.00
21525.54	 1.05	 1.03	-65.00
21636.89	 1.05	 1.00	-66.00
21748.83	 1.05	 0.97	-66.00
21861.34	 1.05	 0.94	-67.00
21974.43	 1.05	 0.92	-67.00
22088.11	 1.05	 0.91	-69.00
22202.37	 1.05	 0.88	-69.00
22317.23	 1.05	 0.86	-70.00
22432.68	 1.05	 0.84	-69.00
22548.73	 1.05	 0.83	-71.00
22665.38	 1.05	 0.81	-72.00
22782.63	 1.05	 0.79	-72.00
22900.49	 1.05	 0.77	-72.00
23018.96	 1.05	 0.76	-74.00
23138.04	 1.05	 0.74	-73.00
23257.74	 1.05	 0.73	-74.00
23378.05	 1.05	 0.71	-75.00
23498.99	 1.05	 0.70	-75.00
23620.56	 1.05	 0.69	-74.00
23742.75	 1.05	 0.67	-75.00
23865.58	 1.05	 0.66	-75.00
23989.04	 1.05	 0.65	-77.00
24113.14	 1.05	 0.64	-76.00
24237.88	 1.05	 0.63	-76.00
24363.27	 1.05	 0.62	-78.00
24489.30	 1.05	 0.61	-77.00
24615.99	 1.05	 0.59	-77.00
24743.33	 1.05	 0.59	-78.00
24871.34	 1.05	 0.57	-78.00
25000.00	 1.05	 0.56	-79.50

























































































































































































































